"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Heroica Caborca","260170001940","AGRONOMICA",259,747,"48.6%","51.4%","33.7%","61%","5.2%",10.3,"Secundaria"
"Heroica Caborca","260170001943","FRANCISCO JAVIER",77,112,"46.8%","53.2%","31.2%","58.9%","9.8%",8.5,"Primaria"
"Heroica Caborca","260170001945","CENTRO",3835,8977,"51.3%","48.7%","23.3%","55.1%","21.6%",11.2,"Secundaria"
"Heroica Caborca","260170001946","DEPORTIVA",1028,2886,"50.6%","49.4%","28.2%","55.4%","16.3%",9.8,"Secundaria"
"Heroica Caborca","260170001947","MISIONES DE KINO",324,684,"52.4%","47.6%","35.4%","56.1%","8.5%",9,"Secundaria"
"Heroica Caborca","260170001948","INFONAVIT - BENITO JUAREZ",66,152,"52.7%","47.3%","36.2%","61.2%","2.6%",10.6,"Secundaria"
"Heroica Caborca","260170001950","ESPERANZA",811,2099,"51.7%","48.3%","27.7%","61.2%","11.1%",10.9,"Secundaria"
"Heroica Caborca","260170001951","ELEAZAR ORTIZ",1008,2265,"50.6%","49.4%","24.5%","59.4%","16.1%",11.2,"Secundaria"
"Heroica Caborca","260170001952","NIÑOS HEROES",792,2376,"51.7%","48.3%","35.8%","56.9%","7.3%",9.7,"Secundaria"
"Heroica Caborca","260170001953","BUROCRATA",1417,4140,"51.5%","48.5%","34.8%","59.1%","6.2%",10,"Secundaria"
"Heroica Caborca","260170001954","SANTA CECILIA",1653,5210,"51.4%","48.6%","39%","56.9%","4.1%",9.1,"Secundaria"
"Heroica Caborca","260170001992","LAZARO CARDENAS",701,1558,"52.2%","47.8%","27.2%","57.6%","15.3%",10.1,"Secundaria"
"Heroica Caborca","260170001993","6 DE ABRIL",306,875,"48.5%","51.5%","42.6%","53.9%","3.4%",9.2,"Secundaria"
"Heroica Caborca","260170001994","LADRILLERA",684,1760,"50.6%","49.4%","35.6%","61.4%","3.1%",10.3,"Secundaria"
"Plutarco Elías Calles (La Y Griega)","2601702461210","LOS LAURELES",446,1226,"49.9%","50.1%","52.4%","45.5%","2%",7.2,"Primaria"
"Plutarco Elías Calles (La Y Griega)","2601702461211","CECYTES",371,1202,"49.2%","50.8%","43.6%","53.1%","3.3%",7.7,"Primaria"
"Plutarco Elías Calles (La Y Griega)","2601702461212","LAS TORRES",499,1495,"47.6%","52.4%","39.1%","57.9%","3.1%",6.9,"Primaria"
"Plutarco Elías Calles (La Y Griega)","2601702461213","LA Y",415,1233,"50.7%","49.3%","35.1%","55.3%","9.6%",7.9,"Primaria"
"Ciudad Obregón","260180001101","EL TUNEL",132,420,"51%","49%","25%","56%","19%",9.2,"Secundaria"
"Ciudad Obregón","260180001102","DEL AGRONOMO",234,604,"52.9%","47.1%","19%","58.3%","22.7%",14.4,"Preparatoria"
"Ciudad Obregón","260180001103","ALTAR",39,98,"56.1%","43.9%","24.5%","67.3%","8.2%",14.3,"Preparatoria"
"Ciudad Obregón","260180001105","NOROESTE",489,1401,"51.2%","48.8%","20.5%","59.7%","19.8%",10.6,"Secundaria"
"Ciudad Obregón","2601800011066","REAL DEL VALLE 1",280,909,"52.7%","47.3%","35.1%","61.6%","3.3%",10.6,"Secundaria"
"Ciudad Obregón","2601800011068","REAL DEL NORTE",398,1268,"49.8%","50.2%","34.9%","60.4%","4.7%",10.2,"Secundaria"
"Ciudad Obregón","260180001107","LADRILLERA",974,2504,"49%","51%","20%","55.8%","24.2%",9.5,"Secundaria"
"Ciudad Obregón","2601800011073","VILLAS DEL REY",1060,2587,"50.9%","49.1%","32.4%","62.2%","5.5%",12.8,"Secundaria"
"Ciudad Obregón","2601800011088","VILLAS DEL SOL",160,450,"50%","50%","25.8%","66.7%","7.6%",11.1,"Secundaria"
"Ciudad Obregón","260180001110","MORELOS",770,1963,"51.6%","48.4%","19.1%","54.6%","26.3%",10.5,"Secundaria"
"Ciudad Obregón","2601800011115","MISION DEL SOL II",869,2681,"50.8%","49.2%","35.7%","60.6%","3.7%",10.6,"Secundaria"
"Ciudad Obregón","2601800011120","LOS ARCOS",206,598,"54%","46%","29.6%","64.4%","6%",11.9,"Secundaria"
"Ciudad Obregón","2601800011121","VILLA ALEGRE",276,861,"50.3%","49.7%","28.1%","67.2%","4.6%",12,"Secundaria"
"Ciudad Obregón","2601800011122","LAS ESPIGAS",572,1652,"50.2%","49.8%","29.1%","65.2%","5.7%",11.3,"Secundaria"
"Ciudad Obregón","2601800011123","SAN JUAN CAPISTRANO",425,1165,"49.2%","50.8%","27.6%","62.6%","9.9%",14.8,"Preparatoria"
"Ciudad Obregón","2601800011137","LOS ALAMOS I Y II",281,853,"52.4%","47.6%","34%","60.6%","5.4%",11.1,"Secundaria"
"Ciudad Obregón","2601800011139","REAL DEL VALLE 2",0,0,NA,NA,NA,NA,NA,NA,NA
"Ciudad Obregón","260180001114","CUAUHTEMOC",958,2081,"53%","47%","15.3%","54.9%","29.8%",13,"Preparatoria"
"Ciudad Obregón","2601800011140","ZONA COMERCIAL",63,172,"47.1%","52.9%","26.7%","65.1%","8.1%",12.3,"Secundaria"
"Ciudad Obregón","2601800011141","LOS ENCINOS",220,645,"52.4%","47.6%","35.2%","61.7%","3.1%",11.7,"Secundaria"
"Ciudad Obregón","2601800011142","MUNICIPIO LIBRE",1056,2841,"51.9%","48.1%","21.4%","50.8%","27.9%",9.9,"Secundaria"
"Ciudad Obregón","2601800011144","PRIVADA DE LA LAGUNA",51,136,"47.7%","52.3%","27.9%","58.8%","13.2%",14.8,"Preparatoria"
"Ciudad Obregón","2601800011162","RESIDENCIAL REAL DEL BOSQUE",45,143,"44%","56%","40.6%","56.6%","2.8%",8.6,"Primaria"
"Ciudad Obregón","260180001117","FOVISSSTE 1",367,944,"55.9%","44.1%","14.9%","54.7%","30.4%",11.4,"Secundaria"
"Ciudad Obregón","2601800011180","LOS ALISOS",26,89,"51.7%","48.3%","27%","68.5%","4.5%",15,"Licenciatura"
"Ciudad Obregón","260180001119","INFONAVIT YUKUJIMARI",1017,2647,"52.7%","47.3%","18.5%","51.2%","30.3%",10.6,"Secundaria"
"Ciudad Obregón","2601800011190","MONTECARLO",1583,4156,"52.3%","47.7%","31.5%","61.9%","6.6%",13.9,"Preparatoria"
"Ciudad Obregón","260180001120","MULTIFAMILIARES",97,143,"47.1%","52.9%","14%","74.1%","11.9%",14.9,"Preparatoria"
"Ciudad Obregón","260180001121","HIDALGO",857,1905,"51.6%","48.4%","18.5%","55.1%","26.4%",10.8,"Secundaria"
"Ciudad Obregón","260180001122","CUMURIPA",86,212,"51%","49%","26.4%","49.1%","24.5%",11.1,"Secundaria"
"Ciudad Obregón","260180001123","LAZARO MERCADO",347,876,"52.3%","47.7%","22.5%","54.5%","23.1%",10.9,"Secundaria"
"Ciudad Obregón","260180001124","LAS TORRES",235,636,"52.4%","47.6%","19.3%","65.9%","14.8%",14,"Preparatoria"
"Ciudad Obregón","260180001127","REAL DEL ARCO",17,42,"50%","50%","21.4%","64.3%","14.3%",15.6,"Licenciatura"
"Ciudad Obregón","260180001129","BELLA VISTA",1118,2624,"51.8%","48.2%","16.3%","62.2%","21.6%",14.4,"Preparatoria"
"Ciudad Obregón","2601800011319","BELTRONES",1277,3936,"48.5%","51.5%","34.1%","57.2%","8.6%",8.5,"Primaria"
"Ciudad Obregón","2601800011333","EL BALDIO",15,58,"41.4%","58.6%","41.4%","41.4%","17.2%",9.2,"Secundaria"
"Ciudad Obregón","2601800011862","VILLAS DEL CAMPESTRE",528,1730,"50.6%","49.4%","38.7%","58.4%","2.9%",9.3,"Secundaria"
"Ciudad Obregón","2601800011949","PRIMAVERA",644,1877,"52.1%","47.9%","36.8%","59.2%","4%",11.3,"Secundaria"
"Ciudad Obregón","2601800011950","MISION SAN XAVIER",320,963,"50.2%","49.8%","36.3%","60%","3.6%",11.1,"Secundaria"
"Ciudad Obregón","2601800011961","TEC DE MONTERREY",0,0,NA,NA,NA,NA,NA,NA,NA
"Ciudad Obregón","2601800011967","URBI VILLA DEL REY",2909,6507,"50.1%","49.9%","34.4%","60.9%","4.7%",11.4,"Secundaria"
"Ciudad Obregón","2601800012009","VILLAS DEL SUR",344,949,"52.2%","47.8%","39.3%","57.7%","3%",10.3,"Secundaria"
"Ciudad Obregón","2601800012013","SAN RAFAEL",1606,4588,"50.3%","49.7%","37.7%","59.4%","2.9%",10.7,"Secundaria"
"Ciudad Obregón","2601800012053","PRIVADA EL CAMPANARIO",476,1153,"47.4%","52.6%","36.7%","60.1%","3.2%",9.7,"Secundaria"
"Ciudad Obregón","2601800012095","REAL DE SEVILLA",1497,3503,"51.3%","48.7%","37.4%","60.2%","2.3%",10,"Secundaria"
"Ciudad Obregón","2601800012109","MISION DEL REAL",1390,3887,"50.8%","49.2%","38.5%","59.7%","1.9%",12,"Secundaria"
"Ciudad Obregón","2601800012132","POSADA DEL SOL",902,2593,"50.7%","49.3%","39.5%","57.6%","2.9%",11,"Secundaria"
"Ciudad Obregón","2601800012198","SANTA ANITA",162,370,"57.6%","42.4%","14.3%","47.3%","38.4%",13.6,"Preparatoria"
"Ciudad Obregón","2601800012292","PRADERA BONITA  I",204,545,"52.8%","47.2%","36.1%","60.7%","3.1%",13.2,"Preparatoria"
"Ciudad Obregón","260180001273","SANTA FE",949,2347,"51.5%","48.5%","33.2%","60.1%","6.6%",9.6,"Secundaria"
"Ciudad Obregón","260180001274","LUIS DONALDO COLOSIO",152,329,"48.8%","51.2%","37.4%","54.1%","8.5%",9.5,"Secundaria"
"Ciudad Obregón","260180001275","CASA REAL",360,1079,"49.7%","50.3%","39.3%","56.9%","3.8%",9.9,"Secundaria"
"Ciudad Obregón","260180001276","LAS ARBOLEDAS",162,460,"51.6%","48.4%","22.4%","64.3%","13.3%",13.8,"Preparatoria"
"Ciudad Obregón","260180001277","MISION DEL SOL",383,1185,"49.6%","50.4%","34.8%","60.1%","5.1%",10.2,"Secundaria"
"Ciudad Obregón","260180001278","PROFA ESPERANZA TIZNADO",627,1799,"50.2%","49.8%","33.6%","59.1%","7.3%",8.8,"Primaria"
"Ciudad Obregón","260180001349","CENTRO",3842,7338,"52.1%","47.9%","16.7%","52.4%","30.9%",11.9,"Secundaria"
"Ciudad Obregón","260180001485","CHAPULTEPEC",574,1416,"52.6%","47.4%","13.6%","48.7%","37.8%",13.4,"Preparatoria"
"Ciudad Obregón","260180001487","CINCUENTENARIO",230,599,"50.8%","49.2%","19.2%","50.8%","30.1%",11.9,"Secundaria"
"Ciudad Obregón","260180001488","VILLA TETABIATE",184,459,"56.6%","43.4%","14.2%","45.3%","40.5%",12.5,"Secundaria"
"Ciudad Obregón","260180001501","VILLAS DEL NAINARI",431,1080,"52.5%","47.5%","17.4%","64.8%","17.8%",14,"Preparatoria"
"Ciudad Obregón","260180001502","DEL LAGO",27,75,"46.5%","53.5%","25.3%","64%","10.7%",13.5,"Preparatoria"
"Ciudad Obregón","260180001505","NAINARI",292,816,"48.5%","51.5%","14%","63.2%","22.8%",14.3,"Preparatoria"
"Ciudad Obregón","260180001508","LAS BRISAS",140,369,"54.2%","45.8%","26.8%","69.1%","4.1%",13.6,"Preparatoria"
"Ciudad Obregón","260180001511","PRADOS DE LA LAGUNA",616,1682,"53.2%","46.8%","22.1%","68.1%","9.8%",12.8,"Secundaria"
"Ciudad Obregón","260180001514","LOS PORTALES",183,445,"51.5%","48.5%","27.6%","64.9%","7.4%",12.9,"Secundaria"
"Ciudad Obregón","260180001516","LA FLORIDA",114,303,"51.2%","48.8%","17.2%","63.7%","19.1%",14,"Preparatoria"
"Ciudad Obregón","260180001519","PRADOS DEL TEPEYAC",858,2398,"51.4%","48.6%","20.1%","67.6%","12.3%",13.5,"Preparatoria"
"Ciudad Obregón","260180001525","LIBERTAD",2671,7291,"50.6%","49.4%","23.4%","61.6%","15%",10.2,"Secundaria"
"Ciudad Obregón","260180001526","VILLA LA AURORA",625,1680,"51.6%","48.4%","34.2%","61.4%","4.4%",12.2,"Secundaria"
"Ciudad Obregón","260180001530","COLINA DEL YAQUI (DE LOS MAESTROS)",329,896,"48.5%","51.5%","28.1%","62.9%","8.9%",11.7,"Secundaria"
"Ciudad Obregón","260180001533","LAS FUENTES",943,2872,"52.6%","47.4%","28.2%","65%","6.7%",11.6,"Secundaria"
"Ciudad Obregón","260180001535","FUENTES DEL BOSQUE",10,23,"52.2%","47.8%","13%","56.5%","30.4%",14.8,"Preparatoria"
"Ciudad Obregón","260180001536","VILLA FLORENCIA",52,163,"44.2%","55.8%","22.7%","70.6%","6.7%",14.3,"Preparatoria"
"Ciudad Obregón","260180001537","OTANCAHUI",178,435,"53.8%","46.2%","21.1%","60.7%","18.2%",14.2,"Preparatoria"
"Ciudad Obregón","260180001539","VILLA MEZQUITE",144,349,"52.7%","47.3%","14.3%","59.3%","26.4%",12.9,"Secundaria"
"Ciudad Obregón","260180001540","FOVISSSTE 2",331,837,"51.4%","48.6%","21.1%","50.5%","28.3%",12.2,"Secundaria"
"Ciudad Obregón","260180001589","EL PALMAR RAQUET BUGAMBILIAS",31,106,"48.1%","51.9%","16%","77.4%","6.6%",13.6,"Preparatoria"
"Ciudad Obregón","260180001590","HACIENDA REAL",234,592,"55.1%","44.9%","19.6%","68.1%","12.3%",13.4,"Preparatoria"
"Ciudad Obregón","260180001591","SOCHILOA",1248,3075,"53.1%","46.9%","17.8%","51.9%","30.3%",12,"Secundaria"
"Ciudad Obregón","260180001592","FAUSTINO FELIX",847,2098,"51.1%","48.9%","19.2%","52.4%","28.4%",10.3,"Secundaria"
"Ciudad Obregón","260180001593","CONSTITUCION",1168,2817,"52.4%","47.6%","19%","53.8%","27.3%",10.9,"Secundaria"
"Ciudad Obregón","260180001598","CAMPESTRE",1847,4669,"53.5%","46.5%","17.2%","52.9%","29.9%",12.4,"Secundaria"
"Ciudad Obregón","260180001600","CORTINAS",2865,7502,"52.9%","47.1%","20.1%","53.9%","26.1%",10.6,"Secundaria"
"Ciudad Obregón","260180001602","REFORMA",189,511,"50.4%","49.6%","23.5%","59.3%","17.2%",13.3,"Preparatoria"
"Ciudad Obregón","260180001603","LA HERRADURA",91,270,"52.6%","47.4%","22.2%","66.3%","11.5%",13.2,"Preparatoria"
"Ciudad Obregón","260180001604","MIRAVALLE",1956,5549,"51.4%","48.6%","21.3%","49.9%","28.7%",10.8,"Secundaria"
"Ciudad Obregón","260180001605","CENTRAL DE ABASTOS",1,4,NA,NA,NA,NA,NA,NA,NA
"Ciudad Obregón","260180001606","SAN ANSELMO",491,1460,"51.7%","48.3%","25.8%","63.6%","10.6%",11,"Secundaria"
"Ciudad Obregón","260180001607","AMPLIACION MIRAVALLE",1299,3689,"51.8%","48.2%","21.6%","57.7%","20.7%",11.3,"Secundaria"
"Ciudad Obregón","260180001608","ALVARO OBREGON (EL CASTILLO)",138,417,"47%","53%","25.9%","57.1%","17%",8.9,"Primaria"
"Ciudad Obregón","260180001618","LUIS ECHEVERRIA",1634,5387,"48.4%","51.6%","25.8%","59%","15.2%",9.3,"Secundaria"
"Ciudad Obregón","260180001620","MEXICO",1548,4447,"50.7%","49.3%","24%","52.6%","23.3%",9.4,"Secundaria"
"Ciudad Obregón","260180001623","EL ROBLE",244,751,"55.5%","44.5%","36.2%","60.1%","3.7%",11.2,"Secundaria"
"Ciudad Obregón","260180001625","QUINTA REAL",203,677,"51.4%","48.6%","29.4%","67.1%","3.5%",11.2,"Secundaria"
"Ciudad Obregón","260180001627","PALMA REAL",134,403,"50.6%","49.4%","26.1%","70%","4%",10.9,"Secundaria"
"Ciudad Obregón","260180001628","GIRASOLES",38,124,"52.4%","47.6%","28.2%","71.8%","0%",11.8,"Secundaria"
"Ciudad Obregón","2601800016282","LOS PATIOS",28,71,"40.8%","59.2%","33.8%","52.1%","14.1%",7.3,"Primaria"
"Ciudad Obregón","260180001629","PEDREGAL",84,279,"54.5%","45.5%","26.5%","69.2%","4.3%",11,"Secundaria"
"Ciudad Obregón","260180001631","VILLAS DEL REAL",310,952,"51.1%","48.9%","31.6%","64.5%","3.9%",11.3,"Secundaria"
"Ciudad Obregón","2601800016311","MISION SAN GABRIEL",331,818,"50%","50%","36.4%","62.2%","1.3%",12.2,"Secundaria"
"Ciudad Obregón","260180001632","NUEVA PALMIRA",1545,4435,"51.6%","48.4%","31.4%","62.9%","5.7%",10.1,"Secundaria"
"Ciudad Obregón","2601800016321","LAS MISIONES",2202,5608,"50.5%","49.5%","37.2%","61.5%","1.3%",12.9,"Secundaria"
"Ciudad Obregón","2601800016344","ALBATORRE",45,56,"51.8%","48.2%","30.4%","62.5%","7.1%",8.4,"Primaria"
"Ciudad Obregón","2601800016345","ALAMEDA DEL CEDRO II",747,2068,"50.5%","49.5%","33.4%","62.8%","3.8%",15.1,"Licenciatura"
"Ciudad Obregón","2601800016346","ALAMEDA DEL CEDRO I",433,1073,"49.2%","50.8%","34.5%","60.9%","4.7%",14.9,"Preparatoria"
"Ciudad Obregón","260180001635","OSCAR RUSSO VOGEL",1462,4072,"50.6%","49.4%","24.9%","55.6%","19.5%",9.2,"Secundaria"
"Ciudad Obregón","2601800016350","LOS PRESIDENTES",426,1312,"50.2%","49.8%","41.4%","52.2%","6.4%",8.8,"Primaria"
"Ciudad Obregón","2601800016369","LOS HEROES",717,1892,"51.5%","48.5%","34.6%","65.3%","0.2%",10.4,"Secundaria"
"Ciudad Obregón","2601800016373","PRADERA BONITA II",415,1192,"53.4%","46.6%","37.6%","60.2%","2.2%",11.1,"Secundaria"
"Ciudad Obregón","260180001638","AVES DEL CASTILLO",1785,5334,"50.4%","49.6%","28%","62.7%","9.4%",9.4,"Secundaria"
"Ciudad Obregón","2601800016381","PUENTE REAL SECCION ANDALUCIA",226,698,"49.1%","50.9%","37.8%","57.6%","4.6%",15,"Licenciatura"
"Ciudad Obregón","2601800016382","PUENTE REAL SECCION MIRAFLORES",187,537,"50.7%","49.3%","37.1%","58.8%","4.1%",15.2,"Licenciatura"
"Ciudad Obregón","2601800016383","PUENTE REAL SECCION HISPANIA",179,607,"53.5%","46.5%","37.6%","57%","5.4%",14.9,"Preparatoria"
"Ciudad Obregón","2601800016386","LAS CAMPANAS",0,0,NA,NA,NA,NA,NA,NA,NA
"Ciudad Obregón","260180001640","ROBLES DEL CASTILLO",75,193,"50.3%","49.7%","23.3%","58.5%","18.1%",9.2,"Secundaria"
"Ciudad Obregón","2601800016400","PUENTE REAL SECCION ASTURIAS",107,328,"48.9%","51.1%","37.2%","61.9%","0.9%",15.5,"Licenciatura"
"Ciudad Obregón","2601800016401","FRACCIONAMIENTO LOS MISIONEROS RESIDENCIAL",337,864,"52.1%","47.9%","27.1%","61.9%","11%",15.1,"Licenciatura"
"Ciudad Obregón","260180001642","LOS SAUCES",326,1046,"52.5%","47.5%","27.8%","65%","7.2%",11,"Secundaria"
"Ciudad Obregón","260180001643","LAS PALMAS",330,977,"49.8%","50.2%","25.2%","66.6%","8.2%",11.5,"Secundaria"
"Ciudad Obregón","2601800016436","SANTA CECILIA",434,1014,"51.5%","48.5%","39.2%","58.5%","2.4%",11.2,"Secundaria"
"Ciudad Obregón","260180001645","VALLE DEL SOL",401,930,"49%","51%","25.6%","56.9%","17.5%",9.7,"Secundaria"
"Ciudad Obregón","260180001646","SONORA",757,1931,"50.9%","49.1%","22.3%","58.9%","18.9%",10,"Secundaria"
"Ciudad Obregón","260180001647","ALGODONES",340,860,"50.1%","49.9%","23%","61.7%","15.2%",10.1,"Secundaria"
"Ciudad Obregón","26018000165","DEL VALLE",463,1218,"54.6%","45.4%","13.7%","52.9%","33.4%",13.9,"Preparatoria"
"Ciudad Obregón","2601800016500","MISION SAN GABRIEL ll",246,564,"50.9%","49.1%","34%","66%","0%",12,"Secundaria"
"Ciudad Obregón","2601800016502","CALZADA RECIDENCIAL",86,139,"55.9%","44.1%","33.1%","59.7%","7.2%",15.2,"Licenciatura"
"Ciudad Obregón","260180001651","FRANCISCO EUSEBIO KINO",608,1687,"48.8%","51.2%","26%","55.9%","18.1%",9.2,"Secundaria"
"Ciudad Obregón","2601800016519","URBI VILLA DEL REAL",3505,8530,"50.8%","49.2%","35.8%","59.7%","4.5%",10.7,"Secundaria"
"Ciudad Obregón","2601800016520","VILLAS DEL PALMAR",300,960,"52.8%","47.2%","37.5%","61%","1.5%",9.6,"Secundaria"
"Ciudad Obregón","2601800016521","LA PUERTA DE HIERRO",92,275,"53.1%","46.9%","38.9%","61.1%","0%",9.5,"Secundaria"
"Ciudad Obregón","2601800016522","LAS PUERTAS",64,192,"54.2%","45.8%","40.1%","59.9%","0%",9.4,"Secundaria"
"Ciudad Obregón","2601800016523","REAL CAMPESTRE",850,2431,"52.4%","47.6%","35.3%","59.4%","5.2%",10.4,"Secundaria"
"Ciudad Obregón","260180001653","CUAUHTEMOC CARDENAS",369,1197,"48.9%","51.1%","37.8%","56.5%","5.8%",8.4,"Primaria"
"Ciudad Obregón","2601800016531","LOMAS RESIDENCIAL",734,1291,"51.7%","48.3%","30.9%","64.3%","4.8%",15.3,"Licenciatura"
"Ciudad Obregón","2601800016532","FRACC EL PARAISO",84,211,"55.7%","44.3%","30.8%","59.2%","10%",15.3,"Licenciatura"
"Ciudad Obregón","2601800016534","FRACC ALTA CALIFORNIA",12,24,"22.7%","77.3%","29.2%","70.8%","0%",15.1,"Licenciatura"
"Ciudad Obregón","260180001658","MAXIMILIANO R LOPEZ",1647,4242,"50.1%","49.9%","27%","54%","18.9%",8.8,"Primaria"
"Ciudad Obregón","2601800016587","PUENTE REAL SECCION ALMERIA",103,271,"49.1%","50.9%","35.4%","64.6%","0%",14.9,"Preparatoria"
"Ciudad Obregón","2601800016588","PUENTE REAL SECCION MARBELLA",227,482,"51%","49%","28.6%","66.8%","4.6%",15.1,"Licenciatura"
"Ciudad Obregón","2601800016589","PUENTE REAL SECCION CATALUÑA",135,417,"50.6%","49.4%","34.8%","61.2%","4.1%",15.1,"Licenciatura"
"Ciudad Obregón","2601800016590","UNIDAD DISTRITO DE RIEGO CARLOS CONANT M",82,231,"48.5%","51.5%","40.7%","55.8%","3.5%",10.7,"Secundaria"
"Ciudad Obregón","2601800016591","POSTA ITSON",46,89,"49.4%","50.6%","32.6%","67.4%","0%",10.5,"Secundaria"
"Ciudad Obregón","2601800016595","PUENTE REAL SECCION CANTABRIA",34,16,"50%","50%","62.5%","37.5%","0%",16,"Licenciatura"
"Ciudad Obregón","2601800016596","PORTOFINO SECCION PALERMO",27,31,"50%","50%","64.5%","35.5%","0%",16.6,"Licenciatura"
"Ciudad Obregón","2601800016597","NAINARI RESIDENCIAL SECCION TERRAZAS MONET",41,0,NA,NA,NA,NA,NA,NA,NA
"Ciudad Obregón","2601800016602","LAS MISIONES SECC SALVATIERRA",272,698,"51.7%","48.3%","37.2%","61.7%","1%",12.2,"Secundaria"
"Ciudad Obregón","2601800016603","LAS MISIONES SECC SEVILLA",148,343,"49.6%","50.4%","38.2%","60.9%","0.9%",12.7,"Secundaria"
"Ciudad Obregón","2601800016604","LAS MISIONES SECC SALAMANCA",298,608,"49.8%","50.2%","31.9%","68.1%","0%",12.9,"Secundaria"
"Ciudad Obregón","2601800016605","LAS MISIONES SECC DEL PRADO",847,1662,"52.3%","47.7%","32.3%","66.7%","1.1%",11.9,"Secundaria"
"Ciudad Obregón","2601800016606","LAS MISIONES SECC GRANADA",229,534,"50.2%","49.8%","32.8%","65.5%","1.7%",13.2,"Preparatoria"
"Ciudad Obregón","260180001661","JARDINES DEL VALLE",961,2483,"52.5%","47.5%","24.7%","54.7%","20.6%",10.6,"Secundaria"
"Ciudad Obregón","2601800016629","HACIENDA SAN ANGEL",131,386,"50.5%","49.5%","28.5%","64.2%","7.3%",11.3,"Secundaria"
"Ciudad Obregón","2601800016630","HACIENDA SAN FRANCISCO",88,271,"49.4%","50.6%","28%","68.3%","3.7%",12.4,"Secundaria"
"Ciudad Obregón","2601800016631","HACIENDA DEL ROSARIO",51,123,"44.7%","55.3%","26%","68.3%","5.7%",11.6,"Secundaria"
"Ciudad Obregón","2601800016632","SAN MIGUEL",216,663,"48.9%","51.1%","31.2%","64.4%","4.4%",11.9,"Secundaria"
"Ciudad Obregón","2601800016633","SAN JORGE",78,222,"50%","50%","35.6%","62.2%","2.3%",12.1,"Secundaria"
"Ciudad Obregón","2601800016634","LOS NARANJOS",28,84,"47.6%","52.4%","39.3%","60.7%","0%",12.1,"Secundaria"
"Ciudad Obregón","260180001664","VALLE DORADO",2598,7047,"51.6%","48.4%","24.4%","58.4%","17.2%",11.4,"Secundaria"
"Ciudad Obregón","2601800016642","EL SAHUARO",83,252,"52%","48%","36.9%","50.8%","12.3%",8.6,"Primaria"
"Ciudad Obregón","2601800016643","HACIENDAS EL DORADO",114,149,"44.6%","55.4%","26.8%","57%","16.1%",7.7,"Primaria"
"Ciudad Obregón","2601800016651","MISION SAN GABRIEL III",95,125,"50.4%","49.6%","35.2%","64.8%","0%",12.6,"Secundaria"
"Ciudad Obregón","26018000167","BENITO JUAREZ",2825,6637,"51.1%","48.9%","19.1%","52.7%","28.2%",10,"Secundaria"
"Ciudad Obregón","260180001670","VILLA FONTANA",1711,4420,"51.9%","48.1%","24.6%","60.9%","14.5%",12.2,"Secundaria"
"Ciudad Obregón","260180001671","EL RODEO",168,414,"50.7%","49.3%","30.9%","61.4%","7.7%",9.8,"Secundaria"
"Ciudad Obregón","2601800016738","VILLA ITSON",1039,2610,"51.3%","48.7%","13.9%","64.7%","21.4%",14.1,"Preparatoria"
"Ciudad Obregón","2601800016739","CASA BLANCA",3111,7259,"49%","51%","25.1%","68.7%","6.1%",13.8,"Preparatoria"
"Ciudad Obregón","260180001675","VILLAS DE CORTEZ",394,1055,"53.6%","46.4%","28.5%","65.1%","6.4%",10.8,"Secundaria"
"Ciudad Obregón","260180001679","NUEVA GALICIA",377,1141,"50.4%","49.6%","37.2%","59.8%","3.1%",9.9,"Secundaria"
"Ciudad Obregón","26018000168","MISIONEROS (BARRIO LAS CACHIMBAS)",72,200,"47%","53%","25%","57.5%","17.5%",8.7,"Primaria"
"Ciudad Obregón","260180001680","VALLE VERDE",1372,3980,"50.2%","49.8%","28.8%","58.4%","12.8%",9,"Secundaria"
"Ciudad Obregón","260180001683","VILLAS DEL TRIGO",509,1565,"51.6%","48.4%","30.4%","61.6%","8%",10,"Secundaria"
"Ciudad Obregón","260180001684","HACIENDAS DEL SOL",402,1231,"51.7%","48.3%","32.7%","62.3%","5%",11.5,"Secundaria"
"Ciudad Obregón","260180001685","PASEO ALAMEDA",887,2729,"52.4%","47.6%","33.6%","62%","4.4%",11.5,"Secundaria"
"Ciudad Obregón","260180001687","SOSTENES VALENZUELA MILLER",1465,4061,"51.5%","48.5%","27.6%","56.9%","15.5%",9.9,"Secundaria"
